Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,1088,0,22,27.61245561465758,16.780161065980792,84.91682494059205,107.22334558823529,15.720257060944318,0.0,22,27,33,35,47,53,61,68,83,85,85
,Aggregated,1088,0,22,27.61245561465758,16.780161065980792,84.91682494059205,107.22334558823529,15.720257060944318,0.0,22,27,33,35,47,53,61,68,83,85,85
